Commune 2020;Libellé;Annee;Nb. Contrats
37046;Céré-la-Ronde;2018;14
37047;Cerelles;2018;N/A - secret statistique
37048;Chambon;2018;15
37049;Chambourg-sur-Indre;2018;N/A - secret statistique
37050;Chambray-lès-Tours;2018;367
37051;Champigny-sur-Veude;2018;N/A - secret statistique
37052;Chançay;2018;86
37053;Chanceaux-près-Loches;2018;N/A - secret statistique
37054;Chanceaux-sur-Choisille;2018;7
37055;Channay-sur-Lathan;2018;7
37056;La Chapelle-aux-Naux;2018;N/A - secret statistique
37057;La Chapelle-Blanche-Saint-Martin;2018;9
37058;La Chapelle-sur-Loire;2018;6
37059;Charentilly;2018;N/A - secret statistique
37060;Chargé;2018;40
37061;Charnizay;2018;11
37062;Château-la-Vallière;2018;N/A - secret statistique
37063;Château-Renault;2018;N/A - secret statistique
37064;Chaumussay;2018;N/A - secret statistique
37065;Chaveignes;2018;9
37066;Chédigny;2018;N/A - secret statistique
37067;Cheillé;2018;9
37068;Chemillé-sur-Dême;2018;7
37069;Chemillé-sur-Indrois;2018;N/A - secret statistique
37070;Chenonceaux;2018;6
37071;Chezelles;2018;
37072;Chinon;2018;145
37073;Chisseaux;2018;31
37074;Chouzé-sur-Loire;2018;58
37075;Cigogné;2018;N/A - secret statistique
37076;Cinais;2018;N/A - secret statistique
37077;Cinq-Mars-la-Pile;2018;30
37078;Ciran;2018;13
37079;Civray-de-Touraine;2018;23
37080;Civray-sur-Esves;2018;N/A - secret statistique
37081;Cléré-les-Pins;2018;20
37082;Continvoir;2018;9
37083;Cormery;2018;N/A - secret statistique
37084;Couesmes;2018;N/A - secret statistique
37085;Courçay;2018;N/A - secret statistique
37086;Courcelles-de-Touraine;2018;N/A - secret statistique
37087;Courcoué;2018;8
37088;Couziers;2018;0
37089;Cravant-les-Côteaux;2018;112
37090;Crissay-sur-Manse;2018;N/A - secret statistique
37091;La Croix-en-Touraine;2018;8
37092;Crotelles;2018;N/A - secret statistique
37093;Crouzilles;2018;13
37094;Cussay;2018;6
37095;Dame-Marie-les-Bois;2018;N/A - secret statistique
37096;Dierre;2018;9
37097;Dolus-le-Sec;2018;14
37098;Draché;2018;N/A - secret statistique
37099;Druye;2018;20
37100;Épeigné-les-Bois;2018;N/A - secret statistique
37101;Épeigné-sur-Dême;2018;N/A - secret statistique
37103;Esves-le-Moutier;2018;N/A - secret statistique
37104;Esvres;2018;46
37105;Faye-la-Vineuse;2018;N/A - secret statistique
37106;La Ferrière;2018;N/A - secret statistique
37107;Ferrière-Larçon;2018;12
37108;Ferrière-sur-Beaulieu;2018;7
37109;Fondettes;2018;26
37110;Francueil;2018;
37111;Genillé;2018;19
37112;Gizeux;2018;N/A - secret statistique
37113;Le Grand-Pressigny;2018;10
37114;La Guerche;2018;8
37115;Descartes;2018;50
37116;Les Hermites;2018;12
37117;Hommes;2018;12
37118;Huismes;2018;9
37119;L'Île-Bouchard;2018;N/A - secret statistique
37121;Jaulnay;2018;N/A - secret statistique
37122;Joué-lès-Tours;2018;44
37123;Langeais;2018;102
37124;Larçay;2018;N/A - secret statistique
37125;Lémeré;2018;7
37126;Lerné;2018;N/A - secret statistique
37127;Le Liège;2018;N/A - secret statistique
37128;Lignières-de-Touraine;2018;27
37129;Ligré;2018;34
37130;Ligueil;2018;148
37131;Limeray;2018;28
37132;Loches;2018;68
37133;Loché-sur-Indrois;2018;15
37134;Louans;2018;N/A - secret statistique
37136;Le Louroux;2018;8
37137;Lublé;2018;7
37138;Lussault-sur-Loire;2018;20
37139;Luynes;2018;18
37140;Luzé;2018;N/A - secret statistique
37141;Luzillé;2018;6
37142;Maillé;2018;6
37143;Manthelan;2018;14
37144;Marçay;2018;53
37145;Marcé-sur-Esves;2018;
37146;Marcilly-sur-Maulne;2018;N/A - secret statistique
37147;Marcilly-sur-Vienne;2018;N/A - secret statistique
37148;Marigny-Marmande;2018;9
37149;Marray;2018;12
37150;Mazières-de-Touraine;2018;N/A - secret statistique
37151;La Membrolle-sur-Choisille;2018;48
37152;Mettray;2018;11
37153;Monnaie;2018;12
37154;Montbazon;2018;6
37155;Monthodon;2018;32
37156;Montlouis-sur-Loire;2018;100
37157;Montrésor;2018;N/A - secret statistique
37158;Montreuil-en-Touraine;2018;66
37159;Monts;2018;16
37160;Morand;2018;N/A - secret statistique
37161;Mosnes;2018;15
37162;Mouzay;2018;6
37163;Nazelles-Négron;2018;86
37165;Neuil;2018;8
37166;Neuillé-le-Lierre;2018;N/A - secret statistique
37167;Neuillé-Pont-Pierre;2018;35
37168;Neuilly-le-Brignon;2018;27
37169;Neuville-sur-Brenne;2018;9
37170;Neuvy-le-Roi;2018;30
37171;Noizay;2018;16
37172;Notre-Dame-d'Oé;2018;14
37173;Nouans-les-Fontaines;2018;18
37174;Nouâtre;2018;29
37175;Nouzilly;2018;16
37176;Noyant-de-Touraine;2018;17
37177;Orbigny;2018;20
37178;Panzoult;2018;76
37179;Parçay-Meslay;2018;21
37180;Parçay-sur-Vienne;2018;N/A - secret statistique
37181;Paulmy;2018;0
37182;Pernay;2018;12
37183;Perrusson;2018;15
37184;Le Petit-Pressigny;2018;10
37185;Pocé-sur-Cisse;2018;11
37186;Pont-de-Ruan;2018;N/A - secret statistique
37187;Ports;2018;N/A - secret statistique
37188;Pouzay;2018;N/A - secret statistique
37189;Preuilly-sur-Claise;2018;8
37190;Pussigny;2018;6
37191;Razines;2018;7
37192;Reignac-sur-Indre;2018;116
37193;Restigné;2018;63
37194;Reugny;2018;21
37195;La Riche;2018;17
37196;Richelieu;2018;N/A - secret statistique
37197;Rigny-Ussé;2018;7
37198;Rillé;2018;6
37199;Rilly-sur-Vienne;2018;36
37200;Rivarennes;2018;N/A - secret statistique
37201;Rivière;2018;6
37202;La Roche-Clermault;2018;61
37203;Rochecorbon;2018;28
37204;Rouziers-de-Touraine;2018;N/A - secret statistique
37205;Saché;2018;N/A - secret statistique
37206;Saint-Antoine-du-Rocher;2018;14
37207;Saint-Aubin-le-Dépeint;2018;91
37208;Saint-Avertin;2018;28
37210;Saint-Benoît-la-Forêt;2018;26
37211;Saint-Branchs;2018;29
37212;Sainte-Catherine-de-Fierbois;2018;9
37213;Saint-Christophe-sur-le-Nais;2018;10
37214;Saint-Cyr-sur-Loire;2018;16
37216;Saint-Épain;2018;21
37217;Saint-Étienne-de-Chigny;2018;6
37218;Saint-Flovier;2018;9
37219;Saint-Genouph;2018;20
37220;Saint-Germain-sur-Vienne;2018;6
37221;Saint-Hippolyte;2018;N/A - secret statistique
37222;Saint-Jean-Saint-Germain;2018;N/A - secret statistique
37223;Saint-Laurent-de-Lin;2018;37
37224;Saint-Laurent-en-Gâtines;2018;32
37225;Saint-Martin-le-Beau;2018;51
37226;Sainte-Maure-de-Touraine;2018;21
37228;Saint-Nicolas-de-Bourgueil;2018;143
37229;Saint-Nicolas-des-Motets;2018;N/A - secret statistique
37230;Saint-Ouen-les-Vignes;2018;N/A - secret statistique
37231;Saint-Paterne-Racan;2018;37
37232;Coteaux-sur-Loire;2018;32
37233;Saint-Pierre-des-Corps;2018;9
37234;Saint-Quentin-sur-Indrois;2018;20
37236;Saint-Règle;2018;
37237;Saint-Roch;2018;N/A - secret statistique
37238;Saint-Senoch;2018;N/A - secret statistique
37240;Saunay;2018;N/A - secret statistique
37241;Savigné-sur-Lathan;2018;6
37242;Savigny-en-Véron;2018;26
37243;Savonnières;2018;N/A - secret statistique
37244;Sazilly;2018;8
37245;Semblançay;2018;12
37246;Sennevières;2018;N/A - secret statistique
37247;Sepmes;2018;29
37248;Seuilly;2018;N/A - secret statistique
37249;Sonzay;2018;54
37250;Sorigny;2018;79
37251;Souvigné;2018;N/A - secret statistique
37252;Souvigny-de-Touraine;2018;N/A - secret statistique
37253;Sublaines;2018;13
37254;Tauxigny-Saint-Bauld;2018;9
37255;Tavant;2018;N/A - secret statistique
37256;Theneuil;2018;N/A - secret statistique
37257;Thilouze;2018;12
37258;Thizay;2018;
37259;Tournon-Saint-Pierre;2018;N/A - secret statistique
37260;La Tour-Saint-Gelin;2018;N/A - secret statistique
37261;Tours;2018;1229
37262;Trogues;2018;
37263;Truyes;2018;N/A - secret statistique
37264;Vallères;2018;25
37265;Varennes;2018;N/A - secret statistique
37266;Veigné;2018;97
37267;Véretz;2018;
37268;Verneuil-le-Château;2018;N/A - secret statistique
37269;Verneuil-sur-Indre;2018;128
37270;Vernou-sur-Brenne;2018;61
37271;Villaines-les-Rochers;2018;35
37272;Villandry;2018;18
37273;La Ville-aux-Dames;2018;60
37274;Villebourg;2018;8
37275;Villedômain;2018;9
37276;Villedômer;2018;0
37277;Villeloin-Coulangé;2018;10
37278;Villeperdue;2018;30
37279;Villiers-au-Bouin;2018;N/A - secret statistique
37280;Vou;2018;N/A - secret statistique
37281;Vouvray;2018;175
37282;Yzeures-sur-Creuse;2018;17
38001;Les Abrets en Dauphiné;2018;28
38002;Les Adrets;2018;24
38003;Agnin;2018;7
38004;L'Albenc;2018;17
38005;Allemond;2018;0
38006;Allevard;2018;7
38008;Ambel;2018;
38009;Anjou;2018;24
38010;Annoisin-Chatelans;2018;0
38011;Anthon;2018;12
38012;Aoste;2018;N/A - secret statistique
38013;Apprieu;2018;12
38015;Artas;2018;N/A - secret statistique
38017;Assieu;2018;N/A - secret statistique
38018;Auberives-en-Royans;2018;N/A - secret statistique
38019;Auberives-sur-Varèze;2018;N/A - secret statistique
38020;Auris;2018;
38022;Les Avenières Veyrins-Thuellin;2018;14
38023;Avignonet;2018;N/A - secret statistique
38026;La Balme-les-Grottes;2018;N/A - secret statistique
38027;Barraux;2018;N/A - secret statistique
38029;La Bâtie-Montgascon;2018;N/A - secret statistique
38030;Beaucroissant;2018;6
38031;Beaufin;2018;
38032;Beaufort;2018;20
38033;Beaulieu;2018;N/A - secret statistique
38034;Beaurepaire;2018;67
38035;Beauvoir-de-Marc;2018;N/A - secret statistique
38036;Beauvoir-en-Royans;2018;
38037;Bellegarde-Poussieu;2018;8
38038;Belmont;2018;N/A - secret statistique
38039;Bernin;2018;15
38040;Besse;2018;0
38041;Bessins;2018;
38042;Bévenais;2018;N/A - secret statistique
38043;Bilieu;2018;7
38044;Biol;2018;6
38045;Biviers;2018;8
38046;Bizonnes;2018;N/A - secret statistique
38047;Blandin;2018;N/A - secret statistique
38048;Bonnefamille;2018;N/A - secret statistique
38049;Bossieu;2018;
38050;Le Bouchage;2018;9
38051;Bougé-Chambalud;2018;160
38052;Le Bourg-d'Oisans;2018;6
38053;Bourgoin-Jallieu;2018;291
38054;Bouvesse-Quirieu;2018;N/A - secret statistique
38055;Brangues;2018;0
38056;Bressieux;2018;21
38057;Bresson;2018;N/A - secret statistique
38058;Brézins;2018;N/A - secret statistique
38059;Brié-et-Angonnes;2018;N/A - secret statistique
38060;Brion;2018;0
38061;La Buisse;2018;N/A - secret statistique
38062;La Buissière;2018;9
38063;Burcin;2018;6
38064;Cessieu;2018;N/A - secret statistique
38065;Châbons;2018;19
38066;Chalon;2018;N/A - secret statistique
38067;Chamagnieu;2018;N/A - secret statistique
38068;Champagnier;2018;0
38069;Champier;2018;0
38070;Le Champ-près-Froges;2018;
38071;Champ-sur-Drac;2018;N/A - secret statistique
38072;Chanas;2018;20
38073;Chantepérier;2018;
38074;Chantesse;2018;6
38075;Chapareillan;2018;18
38076;La Chapelle-de-la-Tour;2018;N/A - secret statistique
38077;La Chapelle-de-Surieu;2018;11
38078;La Chapelle-du-Bard;2018;N/A - secret statistique
38080;Charancieu;2018;12
38081;Charantonnay;2018;N/A - secret statistique
38082;Charavines;2018;N/A - secret statistique
38083;Charette;2018;15
38084;Charnècles;2018;9
38085;Charvieu-Chavagneux;2018;N/A - secret statistique
38086;Chasselay;2018;17
38087;Chasse-sur-Rhône;2018;N/A - secret statistique
38089;Chassignieu;2018;N/A - secret statistique
38090;Château-Bernard;2018;
38091;Châteauvilain;2018;7
38092;Châtelus;2018;0
38093;Châtenay;2018;N/A - secret statistique
38094;Châtonnay;2018;N/A - secret statistique
38095;Chatte;2018;177
38097;Chavanoz;2018;
38098;Chélieu;2018;
38099;Chevrières;2018;6
38100;Le Cheylas;2018;74
38101;Cheyssieu;2018;6
38102;Chèzeneuve;2018;0
38103;Chichilianne;2018;7
38104;Chimilin;2018;
38105;Chirens;2018;N/A - secret statistique
38106;Cholonge;2018;0
38107;Chonas-l'Amballan;2018;10
38108;Choranche;2018;
38109;Chozeau;2018;N/A - secret statistique
38110;Chuzelles;2018;N/A - secret statistique
38111;Claix;2018;8
38112;Clavans-en-Haut-Oisans;2018;0
38113;Clelles;2018;N/A - secret statistique
38114;Clonas-sur-Varèze;2018;38
38115;Saint-Martin-de-la-Cluze;2018;N/A - secret statistique
38116;Cognet;2018;0
38117;Cognin-les-Gorges;2018;N/A - secret statistique
38118;Colombe;2018;6
38120;La Combe-de-Lancey;2018;
38124;Corbelin;2018;N/A - secret statistique
38126;Corenc;2018;0
38127;Cornillon-en-Trièves;2018;N/A - secret statistique
38128;Corps;2018;N/A - secret statistique
38129;Corrençon-en-Vercors;2018;N/A - secret statistique
38130;La Côte-Saint-André;2018;101
38131;Les Côtes-d'Arey;2018;N/A - secret statistique
38132;Les Côtes-de-Corps;2018;0
38133;Coublevie;2018;27
38134;Cour-et-Buis;2018;N/A - secret statistique
38135;Courtenay;2018;15
38136;Crachier;2018;
38137;Cras;2018;N/A - secret statistique
38138;Crémieu;2018;10
38139;Creys-Mépieu;2018;13
38140;Crolles;2018;31
38141;Culin;2018;N/A - secret statistique
38144;Diémoz;2018;40
38146;Dizimieu;2018;
38147;Doissin;2018;N/A - secret statistique
38148;Dolomieu;2018;N/A - secret statistique
38149;Domarin;2018;
38150;Domène;2018;19
38151;Échirolles;2018;65
38152;Eclose-Badinières;2018;
38153;Engins;2018;N/A - secret statistique
38154;Entraigues;2018;
38155;Entre-deux-Guiers;2018;N/A - secret statistique
38156;Les Éparres;2018;N/A - secret statistique
38157;Estrablin;2018;23
38158;Eybens;2018;40
38159;Eydoche;2018;6
38160;Eyzin-Pinet;2018;55
38161;Faramans;2018;N/A - secret statistique
38162;Faverges-de-la-Tour;2018;N/A - secret statistique
38163;Le Haut-Bréda;2018;0
38166;La Flachère;2018;
38167;Flachères;2018;N/A - secret statistique
38169;Fontaine;2018;8
38170;Fontanil-Cornillon;2018;23
38171;La Forteresse;2018;N/A - secret statistique
38172;Four;2018;6
38173;Le Freney-d'Oisans;2018;0
38174;La Frette;2018;9
38175;Froges;2018;
38176;Frontonas;2018;12
38177;La Garde;2018;
38179;Gières;2018;31
38180;Gillonnay;2018;N/A - secret statistique
38181;Goncelin;2018;30
38182;Le Grand-Lemps;2018;20
38183;Granieu;2018;7
38184;Grenay;2018;9
38185;Grenoble;2018;1818
38186;Gresse-en-Vercors;2018;0
38187;Le Gua;2018;12
38188;Herbeys;2018;11
38189;Heyrieux;2018;22
38190;Hières-sur-Amby;2018;N/A - secret statistique
38191;Huez;2018;N/A - secret statistique
38192;Hurtières;2018;N/A - secret statistique
38193;L'Isle-d'Abeau;2018;54
38194;Izeaux;2018;6
38195;Izeron;2018;N/A - secret statistique
38197;Janneyrias;2018;N/A - secret statistique
38198;Jarcieu;2018;60
38199;Jardin;2018;
38200;Jarrie;2018;
38203;Laffrey;2018;
38204;Lalley;2018;N/A - secret statistique
38205;Lans-en-Vercors;2018;N/A - secret statistique
38206;Laval;2018;
38207;Lavaldens;2018;0
38208;Lavars;2018;
38209;Lentiol;2018;
38210;Leyrieu;2018;0
38211;Lieudieu;2018;N/A - secret statistique
38212;Livet-et-Gavet;2018;
38213;Longechenal;2018;
38214;Lumbin;2018;N/A - secret statistique
38215;Luzinay;2018;21
38216;Malleval-en-Vercors;2018;
38217;Marcieu;2018;
38218;Marcilloles;2018;26
38219;Marcollin;2018;N/A - secret statistique
38221;Marnans;2018;
38222;Massieu;2018;N/A - secret statistique
38223;Maubec;2018;10
38224;Mayres-Savel;2018;N/A - secret statistique
38225;Autrans-Méaudre en Vercors;2018;34
38226;Mens;2018;11
38228;Merlas;2018;N/A - secret statistique
38229;Meylan;2018;11
38230;Meyrié;2018;N/A - secret statistique
38231;Meyrieu-les-Étangs;2018;N/A - secret statistique
38232;Meyssiez;2018;N/A - secret statistique
38235;Miribel-Lanchâtre;2018;
38236;Miribel-les-Échelles;2018;N/A - secret statistique
38237;Mizoën;2018;0
38238;Moidieu-Détourbe;2018;13
38239;Moirans;2018;111
38240;Moissieu-sur-Dolon;2018;N/A - secret statistique
38241;Monestier-d'Ambel;2018;
38242;Monestier-de-Clermont;2018;N/A - secret statistique
38243;Le Monestier-du-Percy;2018;0
38244;Monsteroux-Milieu;2018;
38245;Montagne;2018;6
38246;Montagnieu;2018;N/A - secret statistique
38247;Montalieu-Vercieu;2018;0
38248;Montaud;2018;0
38249;Montbonnot-Saint-Martin;2018;27
38250;Montcarra;2018;6
38252;Montchaboud;2018;
38253;Les Deux Alpes;2018;N/A - secret statistique
38254;Monteynard;2018;18
38255;Montfalcon;2018;
38256;Montferrat;2018;0
38257;Montrevel;2018;0
38258;Mont-Saint-Martin;2018;
38259;Montseveroux;2018;N/A - secret statistique
38260;Moras;2018;N/A - secret statistique
38261;Morestel;2018;N/A - secret statistique
38263;Morette;2018;0
38264;La Morte;2018;0
38265;La Motte-d'Aveillans;2018;0
38266;La Motte-Saint-Martin;2018;
38267;Mottier;2018;N/A - secret statistique
38268;Le Moutaret;2018;
38269;La Mure;2018;24
38270;La Murette;2018;N/A - secret statistique
38271;Murianette;2018;51
38272;Murinais;2018;N/A - secret statistique
38273;Nantes-en-Ratier;2018;N/A - secret statistique
38275;Serre-Nerpol;2018;0
38276;Nivolas-Vermelle;2018;0
38277;Notre-Dame-de-Commiers;2018;N/A - secret statistique
38278;Notre-Dame-de-l'Osier;2018;0
38279;Notre-Dame-de-Mésage;2018;N/A - secret statistique
38280;Notre-Dame-de-Vaulx;2018;
38281;Noyarey;2018;26
38282;Optevoz;2018;8
38283;Oris-en-Rattier;2018;
38284;Ornacieux-Balbins;2018;N/A - secret statistique
38285;Ornon;2018;0
38286;Oulles;2018;
38287;Oyeu;2018;12
38288;Oytier-Saint-Oblas;2018;11
38289;Oz;2018;
38290;Pact;2018;12
38291;Pajay;2018;N/A - secret statistique
38292;Villages du Lac de Paladru;2018;7
38294;Panossas;2018;N/A - secret statistique
38295;Parmilieu;2018;N/A - secret statistique
38296;Le Passage;2018;N/A - secret statistique
38297;Arandon-Passins;2018;6
38298;Le Péage-de-Roussillon;2018;N/A - secret statistique
38299;Pellafol;2018;N/A - secret statistique
38300;Penol;2018;11
38301;Percy;2018;0
38303;La Pierre;2018;
38304;Pierre-Châtel;2018;N/A - secret statistique
38307;Pisieu;2018;N/A - secret statistique
38308;Plan;2018;N/A - secret statistique
38309;Poisat;2018;23
38310;Poliénas;2018;17
38311;Pommier-de-Beaurepaire;2018;N/A - secret statistique
38313;Ponsonnas;2018;
38314;Pontcharra;2018;37
38315;Le Pont-de-Beauvoisin;2018;23
38316;Pont-de-Chéruy;2018;
38317;Le Pont-de-Claix;2018;N/A - secret statistique
38318;Pont-Évêque;2018;17
38319;Pont-en-Royans;2018;
38320;Porcieu-Amblagnieu;2018;N/A - secret statistique
38321;Prébois;2018;N/A - secret statistique
38322;Presles;2018;0
38323;Pressins;2018;N/A - secret statistique
38324;Primarette;2018;N/A - secret statistique
38325;Proveysieux;2018;
38326;Prunières;2018;0
38328;Quaix-en-Chartreuse;2018;N/A - secret statistique
38329;Quet-en-Beaumont;2018;N/A - secret statistique
38330;Quincieu;2018;N/A - secret statistique
38331;Réaumont;2018;N/A - secret statistique
38332;Renage;2018;19
38333;Rencurel;2018;
38334;Revel;2018;N/A - secret statistique
38335;Revel-Tourdan;2018;N/A - secret statistique
38336;Reventin-Vaugris;2018;N/A - secret statistique
38337;Rives;2018;N/A - secret statistique
38338;La Rivière;2018;6
38339;Roche;2018;N/A - secret statistique
38340;Les Roches-de-Condrieu;2018;
38341;Rochetoirin;2018;18
38342;Roissard;2018;N/A - secret statistique
38343;Romagnieu;2018;8
38344;Roussillon;2018;22
38345;Rovon;2018;0
38346;Royas;2018;N/A - secret statistique
38347;Roybon;2018;N/A - secret statistique
38348;Ruy-Montceau;2018;14
38349;Sablons;2018;9
38350;Sainte-Agnès;2018;N/A - secret statistique
38351;Saint-Agnin-sur-Bion;2018;N/A - secret statistique
38352;Saint-Alban-de-Roche;2018;N/A - secret statistique
38353;Saint-Alban-du-Rhône;2018;N/A - secret statistique
38354;Saint-Albin-de-Vaulserre;2018;N/A - secret statistique
38355;Saint-Andéol;2018;N/A - secret statistique
38356;Saint-André-en-Royans;2018;N/A - secret statistique
38357;Saint-André-le-Gaz;2018;61
38358;Sainte-Anne-sur-Gervonde;2018;N/A - secret statistique
38359;Saint Antoine l'Abbaye;2018;N/A - secret statistique
38360;Saint-Appolinard;2018;N/A - secret statistique
38361;Saint-Arey;2018;
38362;Saint-Aupre;2018;N/A - secret statistique
38363;Saint-Barthélemy;2018;24
38364;Saint-Barthélemy-de-Séchilienne;2018;
38365;Saint-Baudille-de-la-Tour;2018;7
38366;Saint-Baudille-et-Pipet;2018;11
38368;Saint-Blaise-du-Buis;2018;N/A - secret statistique
38369;Sainte-Blandine;2018;6
38370;Saint-Bonnet-de-Chavagne;2018;38
38372;Saint-Bueil;2018;N/A - secret statistique
38373;Saint-Cassien;2018;0
38374;Saint-Chef;2018;41
38375;Saint-Christophe-en-Oisans;2018;0
38376;Saint-Christophe-sur-Guiers;2018;N/A - secret statistique
38377;Saint-Clair-de-la-Tour;2018;N/A - secret statistique
38378;Saint-Clair-du-Rhône;2018;7
38379;Saint-Clair-sur-Galaure;2018;N/A - secret statistique
38380;Saint-Didier-de-Bizonnes;2018;N/A - secret statistique
38381;Saint-Didier-de-la-Tour;2018;6
38382;Saint-Égrève;2018;21
38383;Saint-Étienne-de-Crossey;2018;12
38384;Saint-Étienne-de-Saint-Geoirs;2018;67
38386;Saint-Geoire-en-Valdaine;2018;N/A - secret statistique
38387;Saint-Geoirs;2018;N/A - secret statistique
38388;Saint-Georges-de-Commiers;2018;N/A - secret statistique
38389;Saint-Georges-d'Espéranche;2018;17
38390;Saint-Gervais;2018;N/A - secret statistique
38391;Saint-Guillaume;2018;N/A - secret statistique
38392;Saint-Hilaire-de-Brens;2018;N/A - secret statistique
38393;Saint-Hilaire-de-la-Côte;2018;7
38394;Saint-Hilaire-du-Rosier;2018;30
38395;Plateau-des-Petites-Roches;2018;46
38396;Saint-Honoré;2018;N/A - secret statistique
38397;Saint-Ismier;2018;23
38398;Saint-Jean-d'Avelanne;2018;11
38399;Saint-Jean-de-Bournay;2018;50
38400;Saint-Jean-de-Moirans;2018;20
38401;Saint-Jean-de-Soudain;2018;103
38402;Saint-Jean-de-Vaulx;2018;0
38403;Saint-Jean-d'Hérans;2018;
38404;Saint-Jean-le-Vieux;2018;N/A - secret statistique
38405;Saint-Joseph-de-Rivière;2018;8
38406;Saint-Julien-de-l'Herms;2018;N/A - secret statistique
38407;La Sure en Chartreuse;2018;N/A - secret statistique
38408;Saint-Just-Chaleyssin;2018;N/A - secret statistique
38409;Saint-Just-de-Claix;2018;16
38410;Saint-Lattier;2018;N/A - secret statistique
38412;Saint-Laurent-du-Pont;2018;N/A - secret statistique
38413;Saint-Laurent-en-Beaumont;2018;14
38414;Sainte-Luce;2018;N/A - secret statistique
38415;Saint-Marcel-Bel-Accueil;2018;6
38416;Saint-Marcellin;2018;39
38417;Sainte-Marie-d'Alloix;2018;7
38418;Sainte-Marie-du-Mont;2018;
38419;Saint-Martin-de-Clelles;2018;9
38420;Saint-Martin-de-Vaulserre;2018;
38421;Saint-Martin-d'Hères;2018;77
38422;Saint-Martin-d'Uriage;2018;23
38423;Saint-Martin-le-Vinoux;2018;11
38424;Saint-Maurice-en-Trièves;2018;0
38425;Saint-Maurice-l'Exil;2018;6
38426;Saint-Maximin;2018;12
38427;Saint-Michel-de-Saint-Geoirs;2018;N/A - secret statistique
38428;Saint-Michel-en-Beaumont;2018;
38429;Saint-Michel-les-Portes;2018;N/A - secret statistique
38430;Saint-Mury-Monteymond;2018;
38431;Saint-Nazaire-les-Eymes;2018;N/A - secret statistique
38432;Saint-Nicolas-de-Macherin;2018;N/A - secret statistique
38433;Saint-Nizier-du-Moucherotte;2018;0
38434;Saint-Ondras;2018;10
38436;Saint-Paul-de-Varces;2018;8
38437;Saint-Paul-d'Izeaux;2018;N/A - secret statistique
38438;Saint-Paul-lès-Monestier;2018;
38439;Crêts en Belledonne;2018;7
38440;Saint-Pierre-de-Bressieux;2018;0
38442;Saint-Pierre-de-Chartreuse;2018;N/A - secret statistique
38443;Saint-Pierre-de-Chérennes;2018;0
38444;Saint-Pierre-de-Méaroz;2018;
38445;Saint-Pierre-de-Mésage;2018;
38446;Saint-Pierre-d'Entremont;2018;N/A - secret statistique
38448;Saint-Prim;2018;16
38449;Saint-Quentin-Fallavier;2018;18
38450;Saint-Quentin-sur-Isère;2018;37
38451;Saint-Romain-de-Jalionas;2018;N/A - secret statistique
38452;Saint-Romain-de-Surieu;2018;N/A - secret statistique
38453;Saint-Romans;2018;11
38454;Saint-Sauveur;2018;9
38455;Saint-Savin;2018;N/A - secret statistique
38456;Châtel-en-Trièves;2018;N/A - secret statistique
38457;Saint-Siméon-de-Bressieux;2018;20
38458;Saint-Sorlin-de-Morestel;2018;N/A - secret statistique
38459;Saint-Sorlin-de-Vienne;2018;N/A - secret statistique
38460;Saint-Sulpice-des-Rivoires;2018;0
38462;Saint-Théoffrey;2018;
38463;Saint-Vérand;2018;13
38464;Saint-Victor-de-Cessieu;2018;14
38465;Saint-Victor-de-Morestel;2018;N/A - secret statistique
38466;Saint-Vincent-de-Mercuze;2018;N/A - secret statistique
38467;Salagnon;2018;
38468;Salaise-sur-Sanne;2018;44
38469;La Salette-Fallavaux;2018;N/A - secret statistique
38470;La Salle-en-Beaumont;2018;
38471;Le Sappey-en-Chartreuse;2018;N/A - secret statistique
38472;Sarcenas;2018;
38473;Sardieu;2018;8
38474;Sassenage;2018;53
38475;Satolas-et-Bonce;2018;N/A - secret statistique
38476;Savas-Mépin;2018;6
38478;Séchilienne;2018;
38479;Porte-des-Bonnevaux;2018;N/A - secret statistique
38480;Septème;2018;0
38481;Sérézin-de-la-Tour;2018;N/A - secret statistique
38483;Sermérieu;2018;N/A - secret statistique
38484;Serpaize;2018;N/A - secret statistique
38485;Seyssinet-Pariset;2018;20
38486;Seyssins;2018;N/A - secret statistique
38487;Seyssuel;2018;36
38488;Siccieu-Saint-Julien-et-Carisieu;2018;N/A - secret statistique
38489;Siévoz;2018;
38490;Sillans;2018;6
38492;Sinard;2018;N/A - secret statistique
38494;Soleymieu;2018;
38495;La Sône;2018;6
38496;Sonnay;2018;28
38497;Sousville;2018;N/A - secret statistique
38498;Succieu;2018;0
38499;Susville;2018;N/A - secret statistique
38500;Têche;2018;9
38501;Tencin;2018;N/A - secret statistique
38503;La Terrasse;2018;27
38504;Theys;2018;N/A - secret statistique
38505;Thodure;2018;N/A - secret statistique
38507;Tignieu-Jameyzieu;2018;20
38508;Torchefelon;2018;6
38509;La Tour-du-Pin;2018;23
38511;Le Touvet;2018;12
38512;Tramolé;2018;
38513;Treffort;2018;
38514;Tréminis;2018;12
38515;Trept;2018;N/A - secret statistique
38516;La Tronche;2018;6
38517;Tullins;2018;16
38518;Valbonnais;2018;N/A - secret statistique
38519;Valencin;2018;N/A - secret statistique
38520;Valencogne;2018;N/A - secret statistique
38521;La Valette;2018;
38522;Valjouffrey;2018;0
38523;Varacieux;2018;N/A - secret statistique
38524;Varces-Allières-et-Risset;2018;29
38525;Vasselin;2018;N/A - secret statistique
38526;Vatilieu;2018;N/A - secret statistique
