Commune 2020;Libellé;Annee;retraités non-salariés agricoles;retraités salariés agricoles
71438;Saint-Léger-du-Bois;2019;25;29
71439;Saint-Léger-lès-Paray;2019;34;37
71440;Saint-Léger-sous-Beuvray;2019;30;38
71441;Saint-Léger-sous-la-Bussière;2019;32;20
71442;Saint-Léger-sur-Dheune;2019;52;82
71443;Saint-Loup-Géanges;2019;47;75
71444;Saint-Loup-de-Varennes;2019;22;24
71445;Saint-Marcel;2019;258;189
71446;Saint-Marcelin-de-Cray;2019;19;9
71447;Saint-Mard-de-Vaux;2019;7;13
71448;Saint-Martin-Belle-Roche;2019;26;120
71449;Saint-Martin-d'Auxy;2019;N/A - secret statistique;0
71450;Saint-Martin-de-Commune;2019;17;N/A - secret statistique
71451;Saint-Martin-de-Lixy;2019;9;6
71452;Saint-Martin-de-Salencey;2019;10;7
71453;Saint-Martin-du-Lac;2019;21;17
71454;Saint-Martin-du-Mont;2019;14;13
71455;Saint-Martin-du-Tartre;2019;14;12
71456;Saint-Martin-en-Bresse;2019;118;98
71457;Saint-Martin-en-Gâtinois;2019;11;9
71458;Saint-Martin-la-Patrouille;2019;9;N/A - secret statistique
71459;Saint-Martin-sous-Montaigu;2019;19;23
71460;Saint-Maurice-de-Satonnay;2019;17;23
71461;Saint-Maurice-des-Champs;2019;N/A - secret statistique;N/A - secret statistique
71462;Saint-Maurice-en-Rivière;2019;32;24
71463;Saint-Maurice-lès-Châteauneuf;2019;53;48
71464;Saint-Maurice-lès-Couches;2019;18;N/A - secret statistique
71465;Saint-Micaud;2019;25;9
71466;Saint-Nizier-sur-Arroux;2019;16;N/A - secret statistique
71468;Saint-Pierre-de-Varennes;2019;30;18
71469;Saint-Pierre-le-Vieux;2019;36;20
71470;Saint-Point;2019;21;25
71471;Saint-Privé;2019;9;N/A - secret statistique
71472;Saint-Prix;2019;16;6
71473;Saint-Racho;2019;27;17
71474;Sainte-Radegonde;2019;26;11
71475;Saint-Rémy;2019;84;173
71477;Saint-Romain-sous-Gourdon;2019;25;14
71478;Saint-Romain-sous-Versigny;2019;12;N/A - secret statistique
71479;Saint-Sernin-du-Bois;2019;17;35
71480;Saint-Sernin-du-Plain;2019;46;38
71481;Saint-Symphorien-d'Ancelles;2019;13;43
71482;Saint-Symphorien-de-Marmagne;2019;35;39
71483;Saint-Symphorien-des-Bois;2019;38;34
71484;Saint-Usuge;2019;94;65
71485;Saint-Vallerin;2019;16;10
71486;Saint-Vallier;2019;105;242
71487;Saint-Vérand;2019;20;22
71488;Saint-Vincent-des-Prés;2019;6;N/A - secret statistique
71489;Saint-Vincent-en-Bresse;2019;17;25
71490;Saint-Vincent-Bragny;2019;86;60
71491;Saint-Yan;2019;83;86
71492;Saint-Ythaire;2019;13;14
71493;Saisy;2019;12;N/A - secret statistique
71494;La Salle;2019;16;66
71495;Salornay-sur-Guye;2019;39;57
71496;Sampigny-lès-Maranges;2019;9;7
71497;Sancé;2019;26;107
71498;Santilly;2019;13;12
71499;Sanvignes-les-Mines;2019;69;100
71500;Sarry;2019;8;N/A - secret statistique
71501;Sassangy;2019;13;12
71502;Sassenay;2019;38;35
71503;Saules;2019;8;8
71504;Saunières;2019;13;9
71505;Savianges;2019;10;N/A - secret statistique
71506;Savigny-en-Revermont;2019;65;48
71507;Savigny-sur-Grosne;2019;11;11
71508;Savigny-sur-Seille;2019;40;21
71509;La Celle-en-Morvan;2019;23;29
71510;Semur-en-Brionnais;2019;83;59
71512;Sennecey-le-Grand;2019;86;163
71513;Senozan;2019;21;108
71514;Sens-sur-Seille;2019;28;20
71515;Sercy;2019;8;6
71516;Serley;2019;51;34
71517;Sermesse;2019;8;6
71518;Serrières;2019;18;10
71519;Serrigny-en-Bresse;2019;11;8
71520;Sevrey;2019;22;29
71521;Sigy-le-Châtel;2019;N/A - secret statistique;8
71522;Simandre;2019;84;84
71523;Simard;2019;69;69
71524;Sivignon;2019;13;8
71525;Sologny;2019;16;28
71526;Solutré-Pouilly;2019;52;30
71527;Sommant;2019;9;N/A - secret statistique
71528;Sornay;2019;170;124
71529;Suin;2019;32;33
71530;Sully;2019;19;29
71531;La Tagnière;2019;21;17
71532;Taizé;2019;N/A - secret statistique;6
71533;Tancon;2019;38;27
71534;Le Tartre;2019;9;6
71535;Tavernay;2019;39;30
71537;Thil-sur-Arroux;2019;11;8
71538;Thurey;2019;33;18
71539;Tintry;2019;N/A - secret statistique;N/A - secret statistique
71540;Torcy;2019;25;56
71541;Torpes;2019;39;24
71542;Toulon-sur-Arroux;2019;161;134
71543;Tournus;2019;125;257
71544;Toutenant;2019;18;11
71545;Tramayes;2019;100;98
71546;Trambly;2019;19;25
71547;Trivy;2019;22;16
71548;Tronchy;2019;20;15
71549;La Truchère;2019;7;12
71550;Uchizy;2019;26;45
71551;Uchon;2019;N/A - secret statistique;N/A - secret statistique
71552;Uxeau;2019;54;36
71553;Vareilles;2019;24;24
71554;Varenne-l'Arconce;2019;20;8
71555;Varennes-le-Grand;2019;57;61
71556;Varennes-lès-Mâcon;2019;18;24
71557;Varenne-Saint-Germain;2019;26;30
71558;Varennes-Saint-Sauveur;2019;101;94
71559;Varennes-sous-Dun;2019;61;52
71561;Vauban;2019;34;24
71562;Vaudebarrier;2019;23;12
71563;Vaux-en-Pré;2019;9;7
71564;Vendenesse-lès-Charolles;2019;76;83
71565;Vendenesse-sur-Arroux;2019;30;33
71566;Verdun-sur-le-Doubs;2019;40;54
71567;Vergisson;2019;44;26
71568;Vérissey;2019;10;N/A - secret statistique
71570;Verjux;2019;29;33
71571;Verosvres;2019;50;39
71572;Vers;2019;13;11
71573;Versaugues;2019;22;17
71574;Verzé;2019;45;66
71576;Le Villars;2019;18;14
71577;Villegaudin;2019;6;8
71578;Clux-Villeneuve;2019;19;18
71579;Villeneuve-en-Montagne;2019;16;6
71580;Vincelles;2019;30;25
71581;Vindecy;2019;31;16
71582;La Vineuse sur Fregande;2019;50;32
71583;Vinzelles;2019;29;45
71584;Viré;2019;62;80
71585;Virey-le-Grand;2019;20;16
71586;Viry;2019;31;10
71588;Vitry-en-Charollais;2019;47;58
71589;Vitry-sur-Loire;2019;35;39
71590;Volesvres;2019;24;31
71591;Fleurville;2019;14;47
72001;Aigné;2019;36;76
72002;Aillières-Beauvoir;2019;11;21
72003;Allonnes;2019;139;700
72004;Amné;2019;20;30
72005;Ancinnes;2019;41;68
72006;Arçonnay;2019;52;126
72007;Ardenay-sur-Mérize;2019;7;28
72008;Arnage;2019;71;347
72009;Arthezé;2019;16;39
72010;Asnières-sur-Vègre;2019;16;34
72011;Assé-le-Boisne;2019;63;59
72012;Assé-le-Riboul;2019;25;31
72013;Aubigné-Racan;2019;76;225
72015;Les Aulneaux;2019;9;6
72016;Auvers-le-Hamon;2019;136;118
72017;Auvers-sous-Montfaucon;2019;10;11
72018;Avesnes-en-Saosnois;2019;N/A - secret statistique;N/A - secret statistique
72019;Avessé;2019;14;13
72020;Avezé;2019;24;46
72021;Avoise;2019;21;29
72022;Le Bailleul;2019;61;90
72023;Ballon-Saint Mars;2019;114;193
72024;La Bazoge;2019;101;225
72025;Bazouges Cré sur Loir;2019;91;173
72026;Beaufay;2019;96;117
72027;Beaumont-sur-Dême;2019;34;50
72028;Beaumont-Pied-de-Bœuf;2019;26;36
72029;Beaumont-sur-Sarthe;2019;211;251
72031;Beillé;2019;10;26
72032;Berfay;2019;17;22
72034;Bérus;2019;22;27
72035;Bessé-sur-Braye;2019;127;239
72036;Béthon;2019;10;15
72037;Blèves;2019;N/A - secret statistique;10
72038;Boëssé-le-Sec;2019;13;48
72039;Bonnétable;2019;355;490
72040;La Bosse;2019;0;10
72041;Bouër;2019;8;16
72042;Bouloire;2019;192;286
72043;Bourg-le-Roi;2019;N/A - secret statistique;27
72044;Bousse;2019;24;32
72045;Brains-sur-Gée;2019;29;29
72046;Le Breil-sur-Mérize;2019;45;92
72047;Brette-les-Pins;2019;25;101
72048;Briosne-lès-Sables;2019;17;31
72049;La Bruère-sur-Loir;2019;9;25
72050;Brûlon;2019;170;156
72051;Cérans-Foulletourte;2019;94;234
72052;Chahaignes;2019;55;86
72053;Challes;2019;42;83
72054;Champagné;2019;40;155
72056;Champfleur;2019;29;106
72057;Champrond;2019;7;N/A - secret statistique
72058;Changé;2019;127;391
72059;Chantenay-Villedieu;2019;68;52
72060;La Chapelle-aux-Choux;2019;13;33
72061;La Chapelle-d'Aligné;2019;73;144
72062;La Chapelle-du-Bois;2019;27;63
72064;La Chapelle-Huon;2019;34;47
72065;La Chapelle-Saint-Aubin;2019;42;150
72066;La Chapelle-Saint-Fray;2019;13;19
72067;La Chapelle-Saint-Rémy;2019;27;56
72068;La Chartre-sur-le-Loir;2019;88;178
72070;Chassillé;2019;7;12
72071;Montval-sur-Loir;2019;281;742
72072;Château-l'Hermitage;2019;N/A - secret statistique;N/A - secret statistique
72073;Chaufour-Notre-Dame;2019;23;36
72074;Chemiré-en-Charnie;2019;12;23
72075;Chemiré-le-Gaudin;2019;29;57
72076;Chenay;2019;9;6
72077;Chenu;2019;36;61
72078;Chérancé;2019;14;35
72079;Chérisay;2019;8;10
72080;Cherré-Au;2019;144;294
72083;Chevillé;2019;16;19
72084;Clermont-Créans;2019;52;85
72085;Cogners;2019;10;18
72086;Commerveil;2019;11;11
72087;Conflans-sur-Anille;2019;31;48
72088;Congé-sur-Orne;2019;12;13
72089;Conlie;2019;219;194
72090;Connerré;2019;122;278
72091;Contilly;2019;18;14
72093;Cormes;2019;38;77
72094;Coudrecieux;2019;33;50
72095;Coulaines;2019;67;321
72096;Coulans-sur-Gée;2019;77;89
72098;Coulongé;2019;16;48
72099;Courcebœufs;2019;23;44
72100;Courcelles-la-Forêt;2019;17;20
72101;Courcemont;2019;24;44
72102;Courcival;2019;N/A - secret statistique;N/A - secret statistique
72103;Courdemanche;2019;53;62
72104;Courgains;2019;19;52
72105;Courgenard;2019;25;52
72106;Courtillers;2019;9;45
72107;Crannes-en-Champagne;2019;16;13
72109;Crissé;2019;39;35
72110;Crosmières;2019;39;75
72111;Cures;2019;13;22
72112;Dangeul;2019;26;37
72113;Degré;2019;15;40
72114;Dehault;2019;8;16
72115;Dissay-sous-Courcillon;2019;76;102
72118;Dollon;2019;59;142
72119;Domfront-en-Champagne;2019;26;65
72120;Doucelles;2019;6;8
72121;Douillet;2019;16;17
72122;Duneau;2019;42;82
72123;Dureil;2019;7;N/A - secret statistique
72124;Écommoy;2019;168;410
72125;Écorpain;2019;23;29
72126;Épineu-le-Chevreuil;2019;20;15
72127;Étival-lès-le-Mans;2019;40;107
72128;Val-d'Étangson;2019;46;55
72129;Fatines;2019;13;38
72130;Fay;2019;19;23
72131;Fercé-sur-Sarthe;2019;16;34
72132;La Ferté-Bernard;2019;492;982
72133;Fillé;2019;15;49
72134;Flée;2019;21;40
72135;La Fontaine-Saint-Martin;2019;10;27
72136;Fontenay-sur-Vègre;2019;12;7
72137;Villeneuve-en-Perseigne;2019;104;155
72138;Fresnay-sur-Sarthe;2019;226;326
72139;Fyé;2019;48;69
72141;Gesnes-le-Gandelin;2019;26;47
72142;Grandchamp;2019;13;16
72143;Le Grand-Lucé;2019;192;233
72144;Gréez-sur-Roc;2019;23;35
72145;Le Grez;2019;21;25
72146;Guécélard;2019;49;142
72147;La Guierche;2019;17;49
72148;Jauzé;2019;N/A - secret statistique;N/A - secret statistique
72149;Joué-en-Charnie;2019;31;40
72150;Joué-l'Abbé;2019;26;70
72151;Juigné-sur-Sarthe;2019;41;83
72152;Juillé;2019;47;58
72153;Jupilles;2019;30;58
72154;La Flèche;2019;508;1324
72155;Laigné-en-Belin;2019;75;188
72156;Lamnay;2019;37;59
72157;Lavardin;2019;21;48
72158;Lavaré;2019;30;55
72160;Lavernat;2019;22;53
72161;Lhomme;2019;64;138
72163;Ligron;2019;21;23
72164;Livet-en-Saosnois;2019;N/A - secret statistique;6
72165;Lombron;2019;59;143
72166;Longnes;2019;13;14
72167;Louailles;2019;10;21
72168;Loué;2019;225;192
72169;Louplande;2019;63;91
72170;Louvigny;2019;17;11
72171;Louzes;2019;10;10
72172;Le Luart;2019;53;132
72173;Luceau;2019;52;137
72174;Lucé-sous-Ballon;2019;6;N/A - secret statistique
72175;Luché-Pringé;2019;104;174
72176;Le Lude;2019;295;704
72177;Maigné;2019;10;16
72178;Maisoncelles;2019;15;17
72179;Malicorne-sur-Sarthe;2019;79;153
72180;Mamers;2019;316;561
72181;Le Mans;2019;1168;6085
72182;Mansigné;2019;120;158
72183;Marçon;2019;62;90
72184;Mareil-en-Champagne;2019;28;21
72185;Mareil-sur-Loir;2019;23;52
72186;Maresché;2019;21;58
72187;Marigné-Laillé;2019;57;114
72188;Marollette;2019;N/A - secret statistique;13
72189;Marolles-les-Braults;2019;275;286
72190;Marolles-lès-Saint-Calais;2019;16;25
72191;Mayet;2019;181;364
72192;Les Mées;2019;12;9
72193;Melleray;2019;37;47
72194;Meurcé;2019;N/A - secret statistique;15
72195;Mézeray;2019;63;139
72196;Mézières-sur-Ponthouin;2019;25;37
72197;Mézières-sous-Lavardin;2019;22;30
72198;La Milesse;2019;52;148
72199;Moitron-sur-Sarthe;2019;11;10
72200;Moncé-en-Belin;2019;44;164
72201;Moncé-en-Saosnois;2019;8;14
72202;Monhoudou;2019;7;8
72204;Montaillé;2019;38;50
72205;Montbizot;2019;20;93
72208;Montmirail;2019;31;50
72209;Montreuil-le-Chétif;2019;22;20
72210;Montreuil-le-Henri;2019;12;15
72211;Mont-Saint-Jean;2019;68;47
72212;Moulins-le-Carbonnel;2019;47;40
72213;Mulsanne;2019;56;268
72214;Nauvay;2019;N/A - secret statistique;0
72215;Neufchâtel-en-Saosnois;2019;39;72
72216;Neuvillalais;2019;28;29
72217;Neuville-sur-Sarthe;2019;54;141
72218;Neuvillette-en-Charnie;2019;15;14
72219;Bernay-Neuvy-en-Champagne;2019;50;47
72220;Nogent-le-Bernard;2019;64;83
72221;Nogent-sur-Loir;2019;36;47
72222;Nouans;2019;12;18
72223;Noyen-sur-Sarthe;2019;174;204
72224;Nuillé-le-Jalais;2019;11;28
72225;Oisseau-le-Petit;2019;23;40
72226;Oizé;2019;38;83
72227;Panon;2019;N/A - secret statistique;0
72228;Parcé-sur-Sarthe;2019;128;167
72229;Parennes;2019;34;43
72230;Parigné-le-Pôlin;2019;23;60
72231;Parigné-l'Évêque;2019;176;388
72232;Notre-Dame-du-Pé;2019;11;23
72233;Peray;2019;6;9
72234;Pezé-le-Robert;2019;27;28
72235;Piacé;2019;23;28
72236;Pincé;2019;7;11
72237;Pirmil;2019;27;31
72238;Pizieux;2019;N/A - secret statistique;N/A - secret statistique
72239;Poillé-sur-Vègre;2019;29;31
72241;Montfort-le-Gesnois;2019;102;235
72243;Pontvallain;2019;50;116
72244;Précigné;2019;178;284
72245;Préval;2019;11;49
72246;Prévelles;2019;7;8
72247;Pruillé-le-Chétif;2019;28;79
72248;Pruillé-l'Éguillé;2019;34;53
72249;La Quinte;2019;28;41
72250;Rahay;2019;16;15
72251;René;2019;13;35
72252;Requeil;2019;52;101
72253;Roézé-sur-Sarthe;2019;72;178
72254;Rouessé-Fontaine;2019;25;22
72255;Rouessé-Vassé;2019;56;53
72256;Rouez;2019;61;51
72257;Rouillon;2019;48;135
72259;Rouperroux-le-Coquet;2019;14;22
72260;Ruaudin;2019;49;187
72261;Ruillé-en-Champagne;2019;16;18
72262;Loir en Vallée;2019;138;290
72264;Sablé-sur-Sarthe;2019;490;947
72265;Saint-Aignan;2019;N/A - secret statistique;15
72266;Saint-Aubin-de-Locquenay;2019;52;77
72267;Saint-Aubin-des-Coudrais;2019;44;80
72268;Saint-Biez-en-Belin;2019;25;43
72269;Saint-Calais;2019;314;469
72270;Saint-Calez-en-Saosnois;2019;8;10
72271;Saint-Célerin;2019;26;50
72272;Sainte-Cérotte;2019;18;28
72273;Saint-Christophe-du-Jambet;2019;12;12
72274;Saint-Christophe-en-Champagne;2019;16;12
72275;Saint-Corneille;2019;40;70
72276;Saint-Cosme-en-Vairais;2019;131;201
72277;Saint-Denis-des-Coudrais;2019;6;7
72278;Saint-Denis-d'Orques;2019;83;62
72279;Saint-Georges-de-la-Couée;2019;13;14
72280;Saint-Georges-du-Bois;2019;55;114
72281;Saint-Georges-du-Rosay;2019;24;21
72282;Saint-Georges-le-Gaultier;2019;51;48
72283;Saint-Germain-d'Arcé;2019;20;32
72286;Saint-Gervais-de-Vic;2019;19;29
72287;Saint-Gervais-en-Belin;2019;35;108
72289;Sainte-Jamme-sur-Sarthe;2019;53;157
72290;Saint-Jean-d'Assé;2019;44;77
72291;Saint-Jean-de-la-Motte;2019;42;70
72292;Saint-Jean-des-Échelles;2019;19;25
72293;Saint-Jean-du-Bois;2019;22;48
72294;Saint-Léonard-des-Bois;2019;38;42
72295;Saint-Longis;2019;34;30
72296;Saint-Maixent;2019;37;55
72297;Saint-Marceau;2019;17;27
72298;Saint-Mars-de-Locquenay;2019;21;49
72299;Saint-Mars-d'Outillé;2019;69;146
72300;Saint-Mars-la-Brière;2019;41;175
72302;Saint-Martin-des-Monts;2019;N/A - secret statistique;12
72303;Saint-Michel-de-Chavaignes;2019;48;68
72305;Saint-Ouen-de-Mimbré;2019;28;74
72306;Saint-Ouen-en-Belin;2019;38;75
72307;Saint-Ouen-en-Champagne;2019;7;7
72308;Saint-Paterne - Le Chevain;2019;57;136
72309;Saint-Paul-le-Gaultier;2019;15;17
72310;Saint-Pavace;2019;28;89
72311;Saint-Pierre-de-Chevillé;2019;33;46
72312;Saint-Pierre-des-Bois;2019;19;15
72313;Saint-Pierre-des-Ormes;2019;13;13
72314;Saint-Pierre-du-Lorouër;2019;19;28
72315;Saint-Rémy-de-Sillé;2019;53;72
72316;Saint-Rémy-des-Monts;2019;38;40
72317;Saint-Rémy-du-Val;2019;36;58
72319;Sainte-Sabine-sur-Longève;2019;22;40
72320;Saint-Saturnin;2019;53;149
72321;Saint-Symphorien;2019;38;45
72322;Saint-Ulphace;2019;15;12
72323;Saint-Victeur;2019;16;27
72324;Saint-Vincent-des-Prés;2019;11;24
72325;Saint-Vincent-du-Lorouër;2019;85;94
72326;Saosnes;2019;8;6
72327;Sarcé;2019;18;17
72328;Sargé-lès-le-Mans;2019;86;229
72329;Savigné-l'Évêque;2019;164;343
72330;Savigné-sous-le-Lude;2019;21;41
72331;Sceaux-sur-Huisne;2019;10;33
72332;Ségrie;2019;42;50
72333;Semur-en-Vallon;2019;23;43
72334;Sillé-le-Guillaume;2019;230;229
72335;Sillé-le-Philippe;2019;44;70
72336;Solesmes;2019;89;115
72337;Sougé-le-Ganelon;2019;69;87
72338;Souillé;2019;6;19
72339;Souligné-Flacé;2019;22;35
72340;Souligné-sous-Ballon;2019;30;74
72341;Soulitré;2019;22;26
72342;Souvigné-sur-Même;2019;10;14
72343;Souvigné-sur-Sarthe;2019;19;19
72344;Spay;2019;56;160
72345;Surfonds;2019;N/A - secret statistique;14
72346;La Suze-sur-Sarthe;2019;155;359
72347;Tassé;2019;14;19
72348;Tassillé;2019;6;N/A - secret statistique
72349;Teillé;2019;12;24
72350;Teloché;2019;94;185
72351;Tennie;2019;107;110
72352;Terrehault;2019;N/A - secret statistique;7
72353;Théligny;2019;13;11
72354;Thoigné;2019;13;11
72355;Thoiré-sous-Contensor;2019;N/A - secret statistique;N/A - secret statistique
72356;Thoiré-sur-Dinan;2019;21;35
72357;Thorée-les-Pins;2019;20;66
72358;Thorigné-sur-Dué;2019;95;176
72359;Torcé-en-Vallée;2019;42;96
72360;Trangé;2019;20;53
72361;Tresson;2019;36;44
72362;Le Tronchet;2019;N/A - secret statistique;N/A - secret statistique
72363;Tuffé Val de la Chéronne;2019;138;190
72364;Vaas;2019;96;193
72366;Valennes;2019;29;45
72367;Vallon-sur-Gée;2019;47;52
72368;Vancé;2019;32;43
72369;Verneil-le-Chétif;2019;27;47
72370;Vernie;2019;27;22
72372;Vezot;2019;8;6
72373;Vibraye;2019;259;338
72374;Villaines-la-Carelle;2019;10;21
72375;Villaines-la-Gonais;2019;17;54
72376;Villaines-sous-Lucé;2019;43;49
72377;Villaines-sous-Malicorne;2019;57;97
72378;Vion;2019;46;90
72379;Viré-en-Champagne;2019;18;9
72380;Vivoin;2019;54;79
72381;Voivres-lès-le-Mans;2019;26;50
72382;Volnay;2019;33;67
72383;Vouvray-sur-Huisne;2019;N/A - secret statistique;6
72385;Yvré-le-Pôlin;2019;48;148
72386;Yvré-l'Évêque;2019;94;271
73001;Aiguebelette-le-Lac;2019;N/A - secret statistique;N/A - secret statistique
73003;Grand-Aigueblanche;2019;81;137
73004;Aillon-le-Jeune;2019;29;26
73005;Aillon-le-Vieux;2019;11;10
73006;Aime-la-Plagne;2019;154;257
73007;Aiton;2019;33;39
73008;Aix-les-Bains;2019;251;696
73010;Entrelacs;2019;201;178
73011;Albertville;2019;225;454
73012;Albiez-le-Jeune;2019;8;6
73013;Albiez-Montrond;2019;49;25
73014;Allondaz;2019;21;8
73015;Les Allues;2019;44;71
73017;Apremont;2019;67;38
73018;Arbin;2019;21;23
73019;Argentine;2019;19;39
73020;Arith;2019;20;29
73021;Arvillard;2019;15;21
73022;Attignat-Oncin;2019;37;29
73023;Aussois;2019;14;10
73024;Les Avanchers-Valmorel;2019;33;42
73025;Avressieux;2019;26;21
73026;Avrieux;2019;7;N/A - secret statistique
73027;Ayn;2019;36;30
73028;La Balme;2019;8;N/A - secret statistique
73029;Barberaz;2019;40;94
73030;Barby;2019;32;87
73031;Bassens;2019;41;81
73032;La Bâthie;2019;21;60
73033;La Bauche;2019;10;10
73034;Beaufort;2019;176;161
73036;Bellecombe-en-Bauges;2019;45;32
73039;Belmont-Tramonet;2019;27;18
73040;Bessans;2019;34;9
73041;Betton-Bettonet;2019;14;10
73042;Billième;2019;17;13
73043;La Biolle;2019;62;65
73047;Bonneval-sur-Arc;2019;36;7
73048;Bonvillard;2019;14;14
73049;Bonvillaret;2019;N/A - secret statistique;N/A - secret statistique
73050;Bourdeau;2019;7;14
73051;Le Bourget-du-Lac;2019;45;74
73052;Bourget-en-Huile;2019;9;10
73053;Bourgneuf;2019;25;20
73054;Bourg-Saint-Maurice;2019;145;214
73055;Bozel;2019;37;93
73057;Brides-les-Bains;2019;N/A - secret statistique;13
73058;La Bridoire;2019;29;28
73059;Brison-Saint-Innocent;2019;33;53
73061;Césarches;2019;8;8
73063;Cevins;2019;10;27
73064;Challes-les-Eaux;2019;46;95
73065;Chambéry;2019;272;929
73067;La Chambre;2019;27;37
73068;Chamousset;2019;9;19
73069;Chamoux-sur-Gelon;2019;23;29
73070;Champagneux;2019;24;21
73071;Champagny-en-Vanoise;2019;18;48
73072;Champ-Laurent;2019;N/A - secret statistique;6
73073;Chanaz;2019;9;16
73074;La Chapelle;2019;14;7
73075;La Chapelle-Blanche;2019;22;23
73076;La Chapelle-du-Mont-du-Chat;2019;N/A - secret statistique;N/A - secret statistique
73077;Les Chapelles;2019;19;9
73078;La Chapelle-Saint-Martin;2019;N/A - secret statistique;N/A - secret statistique
73079;Châteauneuf;2019;37;34
73081;Le Châtelard;2019;34;31
73082;La Chavanne;2019;N/A - secret statistique;13
73083;Les Chavannes-en-Maurienne;2019;N/A - secret statistique;N/A - secret statistique
73084;Chignin;2019;32;34
73085;Chindrieux;2019;47;48
73086;Cléry;2019;14;15
73087;Cognin;2019;81;158
73088;Cohennoz;2019;7;8
73089;Coise-Saint-Jean-Pied-Gauthier;2019;36;40
