Commune 2020;Libellé;Annee;retraités non-salariés agricoles;retraités salariés agricoles
33412;Saint-Germain-d'Esteuil;2019;53;116
33413;Saint-Germain-du-Puch;2019;41;150
33414;Saint-Germain-de-la-Rivière;2019;7;20
33415;Saint-Gervais;2019;43;72
33416;Saint-Girons-d'Aiguevives;2019;57;71
33417;Sainte-Hélène;2019;40;87
33418;Saint-Hilaire-de-la-Noaille;2019;32;34
33419;Saint-Hilaire-du-Bois;2019;12;9
33420;Saint-Hippolyte;2019;10;12
33421;Saint-Jean-de-Blaignac;2019;21;33
33422;Saint-Jean-d'Illac;2019;29;144
33423;Saint-Julien-Beychevelle;2019;9;76
33424;Saint-Laurent-Médoc;2019;80;351
33425;Saint-Laurent-d'Arce;2019;31;100
33426;Saint-Laurent-des-Combes;2019;23;33
33427;Saint-Laurent-du-Bois;2019;22;13
33428;Saint-Laurent-du-Plan;2019;11;10
33429;Saint-Léger-de-Balson;2019;7;34
33431;Saint-Léon;2019;8;25
33432;Saint-Loubert;2019;7;10
33433;Saint-Loubès;2019;109;313
33434;Saint-Louis-de-Montferrand;2019;17;74
33435;Saint-Macaire;2019;44;119
33436;Saint-Magne;2019;26;63
33437;Saint-Magne-de-Castillon;2019;155;246
33438;Saint-Maixant;2019;50;147
33439;Saint-Mariens;2019;55;83
33440;Saint-Martial;2019;24;14
33441;Saint-Martin-Lacaussade;2019;25;85
33442;Saint-Martin-de-Laye;2019;19;43
33443;Saint-Martin-de-Lerm;2019;24;12
33444;Saint-Martin-de-Sescas;2019;49;60
33445;Saint-Martin-du-Bois;2019;31;55
33446;Saint-Martin-du-Puy;2019;13;20
33447;Saint-Médard-de-Guizières;2019;56;197
33448;Saint-Médard-d'Eyrans;2019;28;88
33449;Saint-Médard-en-Jalles;2019;126;584
33450;Saint-Michel-de-Castelnau;2019;13;36
33451;Saint-Michel-de-Fronsac;2019;24;36
33452;Saint-Michel-de-Rieufret;2019;8;30
33453;Saint-Michel-de-Lapujade;2019;35;29
33454;Saint-Morillon;2019;24;44
33456;Saint-Palais;2019;33;37
33457;Saint-Pardon-de-Conques;2019;15;36
33458;Saint-Paul;2019;37;81
33459;Saint-Pey-d'Armens;2019;27;29
33460;Saint-Pey-de-Castets;2019;43;78
33461;Saint-Philippe-d'Aiguille;2019;25;44
33462;Saint-Philippe-du-Seignal;2019;30;41
33463;Saint-Pierre-d'Aurillac;2019;85;137
33464;Saint-Pierre-de-Bat;2019;16;19
33465;Saint-Pierre-de-Mons;2019;44;77
33466;Saint-Quentin-de-Baron;2019;35;100
33467;Saint-Quentin-de-Caplong;2019;19;27
33468;Sainte-Radegonde;2019;42;52
33470;Saint-Romain-la-Virvée;2019;33;53
33471;Saint-Sauveur;2019;34;182
33472;Saint-Sauveur-de-Puynormand;2019;7;25
33473;Saint-Savin;2019;130;196
33474;Saint-Selve;2019;26;58
33475;Saint-Seurin-de-Bourg;2019;15;35
33476;Saint-Seurin-de-Cadourne;2019;38;100
33477;Saint-Seurin-de-Cursac;2019;24;56
33478;Saint-Seurin-sur-l'Isle;2019;83;316
33479;Saint-Sève;2019;17;24
33480;Saint-Sulpice-de-Faleyrens;2019;98;167
33481;Saint-Sulpice-de-Guilleragues;2019;27;25
33482;Saint-Sulpice-de-Pommiers;2019;21;22
33483;Saint-Sulpice-et-Cameyrac;2019;58;193
33484;Saint-Symphorien;2019;45;169
33485;Sainte-Terre;2019;91;195
33486;Saint-Trojan;2019;12;17
33487;Saint-Vincent-de-Paul;2019;21;44
33488;Saint-Vincent-de-Pertignas;2019;35;53
33489;Saint-Vivien-de-Blaye;2019;25;25
33490;Saint-Vivien-de-Médoc;2019;62;147
33491;Saint-Vivien-de-Monségur;2019;48;40
33492;Saint-Yzan-de-Soudiac;2019;37;119
33493;Saint-Yzans-de-Médoc;2019;38;55
33494;Salaunes;2019;8;26
33496;Sallebœuf;2019;45;102
33498;Salles;2019;79;314
33499;Les Salles-de-Castillon;2019;28;37
33500;Samonac;2019;31;43
33501;Saucats;2019;40;102
33502;Saugon;2019;20;31
33503;Saumos;2019;17;39
33504;Sauternes;2019;29;81
33505;La Sauve;2019;37;102
33506;Sauveterre-de-Guyenne;2019;172;247
33507;Sauviac;2019;26;36
33508;Savignac;2019;54;46
33509;Savignac-de-l'Isle;2019;19;38
33510;Semens;2019;12;14
33511;Sendets;2019;28;31
33512;Sigalens;2019;36;32
33513;Sillas;2019;9;14
33514;Soulac-sur-Mer;2019;69;165
33515;Soulignac;2019;40;47
33516;Soussac;2019;11;16
33517;Soussans;2019;22;134
33518;Tabanac;2019;22;61
33519;Le Taillan-Médoc;2019;60;206
33520;Taillecavat;2019;36;29
33521;Talais;2019;24;50
33522;Talence;2019;106;532
33523;Targon;2019;76;233
33524;Tarnès;2019;N/A - secret statistique;17
33525;Tauriac;2019;52;101
33526;Tayac;2019;14;19
33527;Le Teich;2019;34;237
33528;Le Temple;2019;31;34
33529;La Teste-de-Buch;2019;220;896
33530;Teuillac;2019;36;52
33531;Tizac-de-Curton;2019;12;31
33532;Tizac-de-Lapouyade;2019;26;36
33533;Toulenne;2019;57;180
33534;Le Tourne;2019;14;44
33535;Tresses;2019;41;145
33536;Le Tuzan;2019;N/A - secret statistique;13
33537;Uzeste;2019;11;38
33538;Valeyrac;2019;42;62
33539;Vayres;2019;75;169
33540;Vendays-Montalivet;2019;92;226
33541;Vensac;2019;52;97
33542;Vérac;2019;30;35
33543;Verdelais;2019;42;92
33544;Le Verdon-sur-Mer;2019;24;89
33545;Vertheuil;2019;42;134
33546;Vignonet;2019;34;42
33547;Villandraut;2019;20;69
33548;Villegouge;2019;56;116
33549;Villenave-de-Rions;2019;17;31
33550;Villenave-d'Ornon;2019;171;760
33551;Villeneuve;2019;13;37
33552;Virelade;2019;22;61
33553;Virsac;2019;21;57
33554;Yvrac;2019;41;106
33555;Marcheprime;2019;15;144
34001;Abeilhan;2019;62;83
34002;Adissan;2019;63;89
34003;Agde;2019;366;1219
34004;Agel;2019;34;28
34005;Agonès;2019;7;8
34006;Aigne;2019;21;15
34007;Aigues-Vives;2019;52;49
34008;Les Aires;2019;14;24
34009;Alignan-du-Vent;2019;90;150
34010;Aniane;2019;76;133
34011;Arboras;2019;N/A - secret statistique;N/A - secret statistique
34012;Argelliers;2019;25;34
34013;Aspiran;2019;75;127
34014;Assas;2019;31;55
34015;Assignan;2019;14;10
34016;Aumelas;2019;21;29
34017;Aumes;2019;24;26
34018;Autignac;2019;55;81
34019;Avène;2019;19;17
34020;Azillanet;2019;42;39
34021;Babeau-Bouldoux;2019;24;22
34022;Baillargues;2019;67;247
34023;Balaruc-les-Bains;2019;51;287
34024;Balaruc-le-Vieux;2019;18;86
34025;Bassan;2019;69;120
34026;Beaufort;2019;18;16
34027;Beaulieu;2019;46;90
34028;Bédarieux;2019;89;348
34029;Bélarga;2019;21;31
34030;Berlou;2019;40;25
34031;Bessan;2019;175;373
34032;Béziers;2019;893;3283
34033;Boisseron;2019;36;98
34034;Boisset;2019;N/A - secret statistique;0
34035;La Boissière;2019;20;36
34036;Le Bosc;2019;72;54
34037;Boujan-sur-Libron;2019;76;168
34038;Le Bousquet-d'Orb;2019;30;121
34039;Bouzigues;2019;48;90
34040;Brenas;2019;N/A - secret statistique;N/A - secret statistique
34041;Brignac;2019;19;38
34042;Brissac;2019;21;28
34043;Buzignargues;2019;13;19
34044;Cabrerolles;2019;33;27
34045;Cabrières;2019;43;41
34046;Cambon-et-Salvergues;2019;7;7
34047;Campagnan;2019;24;36
34048;Campagne;2019;17;22
34049;Camplong;2019;N/A - secret statistique;7
34050;Candillargues;2019;33;94
34051;Canet;2019;79;202
34052;Capestang;2019;142;301
34053;Carlencas-et-Levas;2019;10;N/A - secret statistique
34054;Cassagnoles;2019;14;7
34055;Castanet-le-Haut;2019;9;15
34056;Castelnau-de-Guers;2019;60;89
34057;Castelnau-le-Lez;2019;119;399
34058;Castries;2019;75;213
34059;La Caunette;2019;40;30
34060;Causse-de-la-Selle;2019;12;19
34061;Causses-et-Veyran;2019;57;59
34062;Caussiniojouls;2019;14;11
34063;Caux;2019;113;204
34064;Le Caylar;2019;13;23
34065;Cazedarnes;2019;41;41
34066;Cazevieille;2019;N/A - secret statistique;N/A - secret statistique
34067;Cazilhac;2019;24;75
34068;Cazouls-d'Hérault;2019;16;22
34069;Cazouls-lès-Béziers;2019;245;320
34070;Cébazan;2019;38;32
34071;Ceilhes-et-Rocozels;2019;16;20
34072;Celles;2019;0;N/A - secret statistique
34073;Cers;2019;51;142
34074;Cessenon-sur-Orb;2019;151;175
34075;Cesseras;2019;51;51
34076;Ceyras;2019;39;62
34077;Clapiers;2019;34;134
34078;Claret;2019;44;77
34079;Clermont-l'Hérault;2019;199;528
34080;Colombières-sur-Orb;2019;20;30
34081;Colombiers;2019;54;136
34082;Combaillaux;2019;17;50
34083;Combes;2019;N/A - secret statistique;9
34084;Corneilhan;2019;77;118
34085;Coulobres;2019;11;18
34086;Courniou;2019;31;51
34087;Cournonsec;2019;39;79
34088;Cournonterral;2019;78;251
34089;Creissan;2019;59;76
34090;Le Crès;2019;51;289
34091;Le Cros;2019;N/A - secret statistique;N/A - secret statistique
34092;Cruzy;2019;94;123
34093;Dio-et-Valquières;2019;10;N/A - secret statistique
34094;Espondeilhan;2019;27;34
34095;Fabrègues;2019;87;264
34096;Faugères;2019;30;28
34097;Félines-Minervois;2019;50;45
34098;Ferrals-les-Montagnes;2019;15;14
34099;Ferrières-les-Verreries;2019;N/A - secret statistique;N/A - secret statistique
34100;Ferrières-Poussarou;2019;N/A - secret statistique;N/A - secret statistique
34101;Florensac;2019;200;385
34102;Fontanès;2019;N/A - secret statistique;N/A - secret statistique
34103;Fontès;2019;76;91
34104;Fos;2019;16;10
34105;Fouzilhon;2019;19;12
34106;Fozières;2019;10;13
34107;Fraisse-sur-Agout;2019;32;34
34108;Frontignan;2019;155;896
34109;Gabian;2019;67;69
34110;Galargues;2019;26;33
34111;Ganges;2019;64;210
34112;Garrigues;2019;9;11
34113;Gigean;2019;63;212
34114;Gignac;2019;153;302
34115;Gorniès;2019;N/A - secret statistique;8
34116;Grabels;2019;42;171
34117;Graissessac;2019;N/A - secret statistique;36
34118;Guzargues;2019;7;17
34119;Hérépian;2019;51;112
34120;Jacou;2019;24;167
34121;Joncels;2019;9;17
34122;Jonquières;2019;26;37
34123;Juvignac;2019;42;266
34124;Lacoste;2019;17;15
34125;Lagamas;2019;10;9
34126;Lamalou-les-Bains;2019;37;110
34127;Lansargues;2019;112;257
34128;Laroque;2019;17;76
34129;Lattes;2019;173;682
34130;Laurens;2019;87;105
34131;Lauret;2019;14;17
34132;Lauroux;2019;16;19
34133;Lavalette;2019;N/A - secret statistique;N/A - secret statistique
34134;Lavérune;2019;39;143
34135;Lespignan;2019;102;200
34136;Lézignan-la-Cèbe;2019;36;92
34137;Liausson;2019;16;11
34138;Lieuran-Cabrières;2019;16;13
34139;Lieuran-lès-Béziers;2019;51;73
34140;Lignan-sur-Orb;2019;45;149
34141;La Livinière;2019;53;48
34142;Lodève;2019;113;433
34143;Loupian;2019;56;131
34144;Lunas;2019;26;45
34145;Lunel;2019;282;1534
34146;Lunel-Viel;2019;62;230
34147;Magalas;2019;92;175
34148;Maraussan;2019;120;193
34149;Margon;2019;19;24
34150;Marseillan;2019;203;474
34151;Marsillargues;2019;116;504
34152;Mas-de-Londres;2019;13;21
34153;Les Matelles;2019;20;81
34154;Mauguio;2019;323;913
34155;Maureilhan;2019;53;132
34156;Mérifons;2019;N/A - secret statistique;N/A - secret statistique
34157;Mèze;2019;291;721
34158;Minerve;2019;9;7
34159;Mireval;2019;32;112
34160;Mons;2019;47;37
34161;Montady;2019;67;184
34162;Montagnac;2019;193;378
34163;Montarnaud;2019;46;94
34164;Montaud;2019;33;57
34165;Montbazin;2019;57;131
34166;Montblanc;2019;94;187
34167;Montels;2019;16;23
34168;Montesquieu;2019;7;N/A - secret statistique
34169;Montferrier-sur-Lez;2019;49;132
34170;Montouliers;2019;23;20
34171;Montoulieu;2019;N/A - secret statistique;6
34172;Montpellier;2019;1031;5050
34173;Montpeyroux;2019;70;93
34174;Moulès-et-Baucels;2019;14;36
34175;Mourèze;2019;14;10
34176;Mudaison;2019;41;138
34177;Murles;2019;N/A - secret statistique;15
34178;Murviel-lès-Béziers;2019;159;246
34179;Murviel-lès-Montpellier;2019;40;69
34180;Nébian;2019;49;75
34181;Neffiès;2019;49;68
34182;Nézignan-l'Évêque;2019;55;95
34183;Nissan-lez-Enserune;2019;142;243
34184;Nizas;2019;35;46
34185;Notre-Dame-de-Londres;2019;21;31
34186;Octon;2019;22;29
34187;Olargues;2019;26;36
34188;Olmet-et-Villecun;2019;8;7
34189;Olonzac;2019;110;175
34190;Oupia;2019;23;26
34191;Pailhès;2019;20;40
34192;Palavas-les-Flots;2019;51;298
34193;Pardailhan;2019;6;9
34194;Paulhan;2019;90;246
34195;Pégairolles-de-Buèges;2019;N/A - secret statistique;6
34196;Pégairolles-de-l'Escalette;2019;10;14
34197;Péret;2019;66;65
34198;Pérols;2019;79;304
34199;Pézenas;2019;238;567
34200;Pézènes-les-Mines;2019;11;15
34201;Pierrerue;2019;41;42
34202;Pignan;2019;110;301
34203;Pinet;2019;102;114
34204;Plaissan;2019;69;79
34205;Les Plans;2019;N/A - secret statistique;8
34206;Poilhes;2019;27;57
34207;Pomérols;2019;90;156
34208;Popian;2019;16;15
34209;Portiragnes;2019;90;197
34210;Le Pouget;2019;89;133
34211;Le Poujol-sur-Orb;2019;34;62
34212;Poujols;2019;8;N/A - secret statistique
34213;Poussan;2019;77;227
34214;Pouzolles;2019;80;82
34215;Pouzols;2019;29;46
34216;Le Pradal;2019;15;16
34217;Prades-le-Lez;2019;26;139
34218;Prades-sur-Vernazobre;2019;29;20
34219;Prémian;2019;20;32
34220;Le Puech;2019;20;13
34221;Puéchabon;2019;25;23
34222;Puilacher;2019;11;26
34223;Puimisson;2019;50;69
34224;Puissalicon;2019;65;94
34225;Puisserguier;2019;173;242
34226;Quarante;2019;130;154
34227;Restinclières;2019;20;53
34228;Rieussec;2019;9;10
34229;Riols;2019;26;40
34230;Les Rives;2019;9;7
34231;Romiguières;2019;N/A - secret statistique;N/A - secret statistique
34232;Roquebrun;2019;54;57
34233;Roqueredonde;2019;15;6
34234;Roquessels;2019;15;11
34235;Rosis;2019;11;15
34236;Rouet;2019;6;N/A - secret statistique
34237;Roujan;2019;121;151
34238;Saint-André-de-Buèges;2019;11;N/A - secret statistique
34239;Saint-André-de-Sangonis;2019;159;312
34240;Saint-Aunès;2019;46;101
34241;Saint-Bauzille-de-la-Sylve;2019;59;76
34242;Saint-Bauzille-de-Montmel;2019;21;42
34243;Saint-Bauzille-de-Putois;2019;20;80
34244;Saint-Brès;2019;27;143
34245;Saint-Chinian;2019;112;209
34246;Entre-Vignes;2019;68;136
34247;Saint-Clément-de-Rivière;2019;31;146
34248;Sainte-Croix-de-Quintillargues;2019;7;16
34249;Saint-Drézéry;2019;42;96
34250;Saint-Étienne-d'Albagnan;2019;21;17
34251;Saint-Étienne-de-Gourgas;2019;14;21
34252;Saint-Étienne-Estréchoux;2019;N/A - secret statistique;18
34253;Saint-Félix-de-l'Héras;2019;N/A - secret statistique;N/A - secret statistique
34254;Saint-Félix-de-Lodez;2019;18;56
34255;Saint-Gély-du-Fesc;2019;71;264
34256;Saint-Geniès-des-Mourgues;2019;38;86
34257;Saint-Geniès-de-Varensal;2019;10;7
34258;Saint-Geniès-de-Fontedit;2019;53;90
34259;Saint-Georges-d'Orques;2019;53;172
34260;Saint-Gervais-sur-Mare;2019;27;66
34261;Saint-Guilhem-le-Désert;2019;12;21
34262;Saint-Guiraud;2019;13;19
34263;Saint-Hilaire-de-Beauvoir;2019;9;10
34264;Saint-Jean-de-Buèges;2019;20;12
34265;Saint-Jean-de-Cornies;2019;6;33
34266;Saint-Jean-de-Cuculles;2019;12;13
34267;Saint-Jean-de-Fos;2019;81;119
34268;Saint-Jean-de-la-Blaquière;2019;29;39
34269;Saint-Jean-de-Minervois;2019;27;20
34270;Saint-Jean-de-Védas;2019;48;283
34271;Saint-Julien;2019;19;21
34272;Saint-Just;2019;38;152
34273;Saint-Martin-de-l'Arçon;2019;9;11
34274;Saint-Martin-de-Londres;2019;58;118
34276;Saint-Mathieu-de-Tréviers;2019;38;171
34277;Saint-Maurice-Navacelles;2019;14;12
34278;Saint-Michel;2019;7;N/A - secret statistique
34279;Saint-Nazaire-de-Ladarez;2019;44;36
34280;Saint-Nazaire-de-Pézan;2019;19;36
34281;Saint-Pargoire;2019;145;157
34282;Saint-Paul-et-Valmalle;2019;13;51
34283;Saint-Pierre-de-la-Fage;2019;N/A - secret statistique;6
34284;Saint-Pons-de-Thomières;2019;65;180
34285;Saint-Pons-de-Mauchiens;2019;59;37
34286;Saint-Privat;2019;21;18
34287;Saint-Saturnin-de-Lucian;2019;21;28
34288;Saint-Sériès;2019;19;46
34289;Saint-Thibéry;2019;84;173
34290;Saint-Vincent-de-Barbeyrargues;2019;14;27
34291;Saint-Vincent-d'Olargues;2019;47;33
34292;Salasc;2019;22;18
34293;La Salvetat-sur-Agout;2019;91;128
34294;Saturargues;2019;20;45
34295;Saussan;2019;24;65
34296;Saussines;2019;30;37
34297;Sauteyrargues;2019;N/A - secret statistique;14
34298;Sauvian;2019;62;276
34299;Sérignan;2019;139;477
34300;Servian;2019;171;314
34301;Sète;2019;260;1296
34302;Siran;2019;65;72
34303;Sorbs;2019;N/A - secret statistique;7
34304;Soubès;2019;24;48
34305;Le Soulié;2019;17;12
34306;Soumont;2019;8;12
34307;Sussargues;2019;28;89
34308;Taussac-la-Billière;2019;21;17
34309;Teyran;2019;49;169
34310;Thézan-lès-Béziers;2019;94;171
34311;Tourbes;2019;65;119
34312;La Tour-sur-Orb;2019;48;80
34313;Tressan;2019;24;40
34314;Le Triadou;2019;7;10
34315;Usclas-d'Hérault;2019;N/A - secret statistique;16
34316;Usclas-du-Bosc;2019;7;6
34317;La Vacquerie-et-Saint-Martin-de-Castries;2019;8;13
34318;Vacquières;2019;17;26
34319;Vailhan;2019;22;12
34320;Vailhauquès;2019;21;76
34321;Valergues;2019;29;91
34322;Valflaunès;2019;29;41
34323;Valmascle;2019;N/A - secret statistique;N/A - secret statistique
34324;Valras-Plage;2019;77;296
34325;Valros;2019;87;119
34326;Vélieux;2019;N/A - secret statistique;N/A - secret statistique
34327;Vendargues;2019;53;228
34328;Vendémian;2019;68;80
34329;Vendres;2019;76;158
34331;Verreries-de-Moussans;2019;N/A - secret statistique;9
34332;Vias;2019;113;345
34333;Vic-la-Gardiole;2019;40;111
34334;Vieussan;2019;25;20
34335;Villemagne-l'Argentière;2019;19;31
34336;Villeneuve-lès-Béziers;2019;85;226
34337;Villeneuve-lès-Maguelone;2019;67;341
34338;Villeneuvette;2019;N/A - secret statistique;N/A - secret statistique
34339;Villespassans;2019;21;14
34340;Villetelle;2019;15;45
34341;Villeveyrac;2019;181;208
34342;Viols-en-Laval;2019;N/A - secret statistique;8
34343;Viols-le-Fort;2019;13;33
34344;La Grande-Motte;2019;132;429
35001;Acigné;2019;143;245
35002;Amanlis;2019;70;96
35003;Andouillé-Neuville;2019;32;33
35004;Val-Couesnon;2019;401;402
35005;Arbrissel;2019;12;15
35006;Argentré-du-Plessis;2019;347;296
35007;Aubigné;2019;8;9
35008;Availles-sur-Seiche;2019;66;55
35009;Baguer-Morvan;2019;116;116
35010;Baguer-Pican;2019;70;82
35012;Bain-de-Bretagne;2019;457;406
35013;Bains-sur-Oust;2019;152;169
35014;Bais;2019;222;196
35015;Balazé;2019;167;123
35016;Baulon;2019;81;74
35017;La Baussaine;2019;31;14
35018;La Bazouge-du-Désert;2019;118;97
35019;Bazouges-la-Pérouse;2019;236;137
35021;Beaucé;2019;61;90
35022;Bécherel;2019;37;37
35023;Bédée;2019;194;233
35024;Betton;2019;175;352
35025;Billé;2019;102;60
35026;Bléruais;2019;8;6
35027;Boisgervilly;2019;81;99
35028;Boistrudan;2019;45;40
35029;Bonnemain;2019;84;68
35030;La Bosse-de-Bretagne;2019;37;21
35031;La Bouëxière;2019;153;182
35032;Bourgbarré;2019;77;144
35033;Bourg-des-Comptes;2019;92;114
35034;La Boussac;2019;70;71
35035;Bovel;2019;35;21
35037;Bréal-sous-Montfort;2019;166;262
35038;Bréal-sous-Vitré;2019;28;28
35039;Brécé;2019;33;53
35040;Breteil;2019;101;197
35041;Brie;2019;25;33
35042;Brielles;2019;52;48
35044;Broualan;2019;30;17
35045;Bruc-sur-Aff;2019;90;74
35046;Les Brulais;2019;44;17
35047;Bruz;2019;239;540
35049;Cancale;2019;147;297
35050;Cardroc;2019;28;34
35051;Cesson-Sévigné;2019;237;508
35052;Champeaux;2019;32;21
35054;Chanteloup;2019;42;52
35055;Chantepie;2019;139;321
35056;La Chapelle-aux-Filtzméens;2019;21;21
35057;La Chapelle-Bouëxic;2019;57;55
35058;La Chapelle-Chaussée;2019;56;40
35059;La Chapelle-des-Fougeretz;2019;83;162
35060;La Chapelle du Lou du Lac;2019;33;26
35061;La Chapelle-Erbrée;2019;47;32
35062;La Chapelle-Janson;2019;154;92
35063;La Chapelle-Saint-Aubert;2019;49;26
35064;La Chapelle-de-Brain;2019;62;53
35065;La Chapelle-Thouarault;2019;48;115
35066;Chartres-de-Bretagne;2019;107;278
35067;Chasné-sur-Illet;2019;30;40
35068;Châteaubourg;2019;253;313
35069;Châteaugiron;2019;263;377
35070;Châteauneuf-d'Ille-et-Vilaine;2019;34;46
35071;Le Châtellier;2019;46;28
35072;Châtillon-en-Vendelais;2019;154;100
35075;Chauvigné;2019;57;46
35076;Chavagne;2019;94;190
35077;Chelun;2019;17;12
35078;Cherrueix;2019;81;75
35079;Chevaigné;2019;55;79
35080;Cintré;2019;40;68
35081;Clayes;2019;22;28
35082;Coësmes;2019;92;88
35084;Comblessac;2019;62;38
35085;Combourg;2019;432;398
35086;Combourtillé;2019;45;36
35087;Cornillé;2019;61;46
35088;Corps-Nuds;2019;134;169
35089;La Couyère;2019;33;26
35090;Crevin;2019;52;80
35091;Le Crouais;2019;21;30
35092;Cuguen;2019;67;44
35093;Dinard;2019;119;382
35094;Dingé;2019;106;84
35095;Dol-de-Bretagne;2019;240;364
35096;Domagné;2019;138;139
35097;Domalain;2019;159;128
35098;La Dominelais;2019;87;55
35099;Domloup;2019;86;101
35101;Dourdain;2019;60;37
35102;Drouges;2019;48;31
35103;Eancé;2019;52;28
35104;Epiniac;2019;105;105
35105;Erbrée;2019;117;106
35106;Ercé-en-Lamée;2019;121;66
35107;Ercé-près-Liffré;2019;67;45
35108;Essé;2019;63;57
35109;Étrelles;2019;162;163
35110;Feins;2019;29;52
35111;Le Ferré;2019;83;45
35112;Fleurigné;2019;78;57
35114;Forges-la-Forêt;2019;24;20
35115;Fougères;2019;584;1127
35116;La Fresnais;2019;114;133
35117;Gaël;2019;138;110
35118;Gahard;2019;78;76
35119;Gennes-sur-Seiche;2019;90;65
35120;Gévezé;2019;157;216
35121;Gosné;2019;63;62
35122;La Gouesnière;2019;36;57
35123;Goven;2019;167;200
35124;Grand-Fougeray;2019;219;136
35125;La Guerche-de-Bretagne;2019;487;465
35126;Guichen;2019;197;323
35127;Guignen;2019;142;126
35128;Guipel;2019;108;107
35130;Hédé-Bazouges;2019;92;96
35131;L'Hermitage;2019;91;200
35132;Hirel;2019;52;101
35133;Iffendic;2019;247;246
35134;Les Iffs;2019;13;11
35135;Irodouër;2019;90;116
35136;Janzé;2019;497;559
35137;Javené;2019;105;97
35138;Laignelet;2019;77;73
35139;Laillé;2019;101;184
35140;Lalleu;2019;54;37
35141;Landavran;2019;22;24
35142;Landéan;2019;99;97
35143;Landujan;2019;51;41
35144;Langan;2019;40;54
35145;Langon;2019;95;85
35146;Langouet;2019;30;23
35148;Lanrigan;2019;16;9
35149;Lassy;2019;30;42
35150;Lécousse;2019;134;179
35151;Lieuron;2019;53;45
35152;Liffré;2019;188;312
35153;Lillemer;2019;15;13
35154;Livré-sur-Changeon;2019;106;97
35155;Lohéac;2019;25;36
35156;Longaulnay;2019;37;30
35157;Le Loroux;2019;46;39
35159;Lourmais;2019;18;17
35160;Loutehel;2019;26;22
35161;Louvigné-de-Bais;2019;108;131
35162;Louvigné-du-Désert;2019;374;364
35163;Luitré-Dompierre;2019;184;136
35164;Marcillé-Raoul;2019;67;68
35165;Marcillé-Robert;2019;95;79
35166;Marpiré;2019;55;48
35167;Martigné-Ferchaud;2019;330;276
35168;Val d'Anast;2019;287;236
35169;Maxent;2019;128;73
35170;Mecé;2019;63;40
35171;Médréac;2019;161;119
35172;Meillac;2019;125;98
35173;Melesse;2019;236;278
35174;Mellé;2019;64;54
35175;Mernel;2019;56;68
35176;Guipry-Messac;2019;336;421
35177;La Mézière;2019;83;142
35178;Mézières-sur-Couesnon;2019;82;59
35179;Miniac-Morvan;2019;106;170
35180;Miniac-sous-Bécherel;2019;63;35
35181;Le Minihic-sur-Rance;2019;17;52
35183;Mondevert;2019;29;33
35184;Montauban-de-Bretagne;2019;383;452
35185;Montautour;2019;23;15
35186;Mont-Dol;2019;56;71
35187;Monterfil;2019;79;59
35188;Montfort-sur-Meu;2019;284;433
35189;Montgermont;2019;63;123
35190;Monthault;2019;17;20
35191;Les Portes du Coglais;2019;199;137
35192;Montreuil-des-Landes;2019;29;22
35193;Montreuil-le-Gast;2019;47;67
35194;Montreuil-sous-Pérouse;2019;54;62
35195;Montreuil-sur-Ille;2019;85;98
35196;Mordelles;2019;236;406
35197;Mouazé;2019;24;28
35198;Moulins;2019;31;35
35199;Moussé;2019;12;17
35200;Moutiers;2019;64;46
35201;Muel;2019;80;49
35202;La Noë-Blanche;2019;82;67
35203;La Nouaye;2019;10;11
35204;Nouvoitou;2019;85;134
35205;Noyal-sous-Bazouges;2019;44;24
35206;Noyal-Châtillon-sur-Seiche;2019;151;288
35207;Noyal-sur-Vilaine;2019;220;278
35208;Orgères;2019;81;192
35210;Pacé;2019;210;350
35211;Paimpont;2019;96;101
35212;Pancé;2019;71;54
35214;Parcé;2019;91;49
35215;Parigné;2019;105;76
35216;Parthenay-de-Bretagne;2019;35;46
35217;Le Pertre;2019;175;133
35218;Le Petit-Fougeray;2019;22;23
35219;Pipriac;2019;267;220
35220;Piré-Chancé;2019;147;155
35221;Pléchâtel;2019;138;141
35222;Pleine-Fougères;2019;172;164
35223;Plélan-le-Grand;2019;266;240
35224;Plerguer;2019;96;127
35225;Plesder;2019;43;48
35226;Pleugueneuc;2019;100;87
35227;Pleumeleuc;2019;93;134
35228;Pleurtuit;2019;147;234
35229;Pocé-les-Bois;2019;50;52
35230;Poilley;2019;55;31
35231;Poligné;2019;39;26
35232;Princé;2019;38;26
35233;Québriac;2019;70;58
35234;Quédillac;2019;111;68
35235;Rannée;2019;98;103
35236;Redon;2019;189;365
35237;Renac;2019;57;38
35238;Rennes;2019;1333;4407
35239;Retiers;2019;421;357
35240;Le Rheu;2019;118;245
35241;La Richardais;2019;24;54
35242;Rimou;2019;46;21
35243;Romagné;2019;153;124
35244;Romazy;2019;21;17
35245;Romillé;2019;215;235
35246;Roz-Landrieux;2019;50;51
35247;Roz-sur-Couesnon;2019;60;100
35248;Sains;2019;34;38
35249;Sainte-Anne-sur-Vilaine;2019;72;53
35250;Saint-Armel;2019;36;88
35251;Saint-Aubin-d'Aubigné;2019;159;184
35252;Saint-Aubin-des-Landes;2019;51;53
35253;Saint-Aubin-du-Cormier;2019;172;173
35255;Saint-Benoît-des-Ondes;2019;26;57
35256;Saint-Briac-sur-Mer;2019;32;70
35257;Maen Roch;2019;331;327
35258;Saint-Brieuc-des-Iffs;2019;25;13
35259;Saint-Broladre;2019;86;84
